gene	gwas_score
PEAK1	0.7824510652187999
TRPS1	0.782058489319076
HHEX	0.779106751722003
NFATC2	0.7789186031942483
INS	0.7784187806993574
GPSM1	0.7780533369549826
ARID5B	0.7774236321328526
SLC1A2	0.7771969009755961
HIVEP2	0.7765907599513329
WDR11	0.7756666919438054
POC5	0.775184269810519
LRMDA	0.7748842829731873
CCND1	0.7742169158203277
CMIP	0.7741892815118866
ITGA1	0.7740743916089816
ZMIZ1	0.7737504175973922
KCNK16	0.7731049882863954
CPA1	0.7728820286947998
TYK2	0.7708021981042957
LRFN2	0.7702260143440897
GCKR	0.7698924882432254
BCL2	0.7688380025879449
HNF1B	0.768795835839853
FBXW7	0.7684918883022798
ARPP21	0.7674892663986782
ONECUT1	0.7671956524130579
ANGPTL4	0.7671524106592552
SH2B3	0.767031767017982
PLXND1	0.7659981729476961
DNMT3A	0.7658393517557928
TTN	0.7647537507050974
PABPC4	0.7639808521045306
CPNE4	0.7636387458630788
HMG20A	0.762620608990788
GPR26	0.7615226189124864
CEP68	0.7613007845439176
MED23	0.7606654810351323
FGFR3	0.7605778600502603
KLF14	0.7603382744982712
CNTN2	0.7599397597336519
PELO	0.7591034511004667
BDNF	0.7588496000291395
IL12B	0.7573524461317754
MYC	0.75569686918021
PTGFRN	0.7556927286867541
JPH1	0.7549690986541515
ST6GAL1	0.7545345185072867
SPRY2	0.7539003762261122
NKX6-3	0.7532925978688583
PDE3A	0.7526210509053228
ATP5F1E	0.7505779940398128
NHSL1	0.7492274053196627
LONRF1	0.7467210080437295
NLRC3	0.7458041670181791
HDAC9	0.745779505559037
MAML3	0.7456725256325298
CDH7	0.7455688850085858
RBMS1	0.7454913600541744
GRID1	0.7451126581808777
CAMK2B	0.7436538104356779
PENK	0.7435929327871623
MSRA	0.7434853375919434
PCBD1	0.7418426824316278
PLEKHA1	0.7414705479410575
TSEN15	0.7404620034688177
ZC3H11B	0.7399374941069633
TP53INP1	0.7397047279155605
CEP120	0.7393162782812635
CDC123	0.737944285857008
LTBP3	0.7377510490634703
FXYD2	0.7377115841345305
LAMA1	0.7346795875212713
PML	0.7341575725593709
PRIM1	0.7322782932176118
SPHKAP	0.7317761004915299
SIX3	0.728377937295329
AOAH	0.7282346792425434
PARP8	0.7275113090185167
OCIAD2	0.7263302772856289
TSHZ2	0.7248451731298583
CRHR2	0.7246070438172666
KLHL42	0.7244130206395416
PRC1	0.7241158444486336
PPP3CA	0.7204769165299933
ZZEF1	0.7204709035444947
UNC5C	0.7202384325606268
LINGO2	0.7194188481027237
PARD3B	0.7193972828497726
NEGR1	0.7179303163758168
ADH1B	0.7174492966330643
ACSL1	0.7171553598240784
ETAA1	0.7163688383436004
SLCO6A1	0.7155464992998622
LCORL	0.715322124493654
AKAP6	0.7146397294047253
PCM1	0.7118553321778461
TRAF3IP2	0.7108022210612283
PIM3	0.7102941458118158
RCCD1	0.709650674780188
ZHX3	0.7083894040837279
PATJ	0.7081626484945536
SSR1	0.7081025048844334
CAMK1D	0.7078023321887789
KCNH7	0.7070274612645611
ACE	0.7056939277058867
MRAS	0.7055396993355754
ALDH2	0.7054155008609764
TRAF3	0.70519311420356
TOX3	0.704997157555726
MEOX2	0.7049649705984893
MACF1	0.7047694878045373
BEND7	0.7031902603549499
SLC39A11	0.7027206465258723
LRRC1	0.7023051518592964
WIPI1	0.7008233061505987
FAM185A	0.7002196606788573
PIK3R1	0.7001331061205058
FHIT	0.6998965467704097
RDH14	0.6998948736465594
HEY2	0.6998167156877828
PPIP5K2	0.6985666937867048
UHRF1	0.6980069646303824
ZNF236	0.6977081969693906
IGF2BP1	0.6968774221758189
CCDC92	0.6962523496199376
RELN	0.6960568015147615
FOXA2	0.6960163981480068
VPS13C	0.6956743738831984
ZC3H4	0.695407918848852
MAGI2	0.6953777562610163
OASL	0.6953422269630267
DENND1A	0.695140387686666
GRB10	0.693811795165439
AP3S2	0.6936620903728498
MPPED2	0.6932545383657548
PTPRG	0.6929892199276624
SIRPA	0.6924963723206584
PTEN	0.69226910328684
FSCN3	0.6918706445003775
TSHZ3	0.6906284190787005
ARG1	0.690528908030406
LEP	0.6900528750756298
GCK	0.6889513562540142
IRS2	0.6887107693125445
NPC1	0.687875341443263
SEC16B	0.6873360096227537
MEF2C	0.6870920725392812
JPH2	0.686994317798126
IGF1R	0.6867811329841558
PRKD1	0.6864264080001797
GDAP1L1	0.685774174733407
PDCD4	0.6846259169659571
EIF5A2	0.6842967792603072
GRM8	0.6833921459869023
DGKD	0.6820760546038447
UBE3C	0.6806400881489717
QSER1	0.6803484524558001
ANKDD1B	0.6800149999210119
PTPN22	0.6798953478678296
L3MBTL3	0.679772922962388
ZBTB38	0.6789533823711043
SLC39A10	0.677122494481711
CTBP1	0.6770028624252339
LAMC1	0.6769433441603868
KIF11	0.6763918393518338
ZEB2	0.6756624385174065
CADPS	0.6749996092036679
P2RY1	0.6745116876202659
INHBB	0.6739819951710225
NKX6-1	0.6731677566773566
CASR	0.672274976059019
GALNT3	0.6716912511535891
ERN1	0.6716444717066067
ACTN1	0.6714012411658213
IL13	0.6709345109690968
ZBTB20	0.6702354002046996
ATP1B2	0.6697873012282367
CYTH1	0.6690662414746297
CALCR	0.6689768559133416
HUWE1	0.6683500391493692
ANK1	0.6679078279456208
NFAT5	0.6657616206053542
MOB1B	0.664868153206932
HAUS6	0.6643379805605207
MYBL2	0.6631311687795761
BAK1	0.6629804151470391
SLCO4A1	0.6627129417978272
LRRC74A	0.6623499053204461
DMRT2	0.6619737928422783
CYRIA	0.6617745144057057
ID4	0.6613281396579512
ETS2	0.6602608398874196
TCF12	0.6602149457183103
PDE4B	0.659781758776743
CDKN1C	0.6594705266562529
CPEB3	0.6586994139459931
MAP3K1	0.6581419903175514
EYA1	0.6578154306032635
IL13RA1	0.6577822015627796
SNTB1	0.6574716480656752
SLIT2	0.65705116026054
SMAD3	0.6566822384331757
TH	0.6558635005457681
LTO1	0.6557336377886984
FNDC3B	0.655382977523169
RGMA	0.6552497110340195
PKIG	0.6551067491589717
MANSC4	0.6548259158708721
SGIP1	0.654733981614037
JMJD1C	0.6542244358817524
MRPS30	0.6535897881898839
GUCY1B1	0.6531346402859713
INSR	0.6528233062327959
SLC16A11	0.6523311977898618
ROBO2	0.6512262685288069
ARL15	0.6509305894900513
SLC38A11	0.650769962323684
NOTCH2	0.6502867847431814
CLEC14A	0.6486639938100421
ZNF536	0.6480715415463368
CHMP4B	0.6479960599817957
CHD1L	0.6464736339110276
NFIB	0.646365746360755
LPP	0.6459527618195213
FOCAD	0.6433103664579239
PLPPR1	0.6430128640408803
TIGAR	0.642822761348627
TM4SF4	0.6427164903697032
ABCB10	0.6426831393157636
ZNF257	0.6421476883669139
TOMM7	0.6417360906237753
ZC3H12C	0.6414174990555854
SEC23IP	0.6404126534805229
ZBED3	0.6400711221990711
GRM4	0.639652852165091
FAF1	0.6392103006324723
PDZRN4	0.637776439876686
SETD5	0.6377435146010213
SORBS2	0.637703250670481
GMDS	0.6376992245038987
NMI	0.6372953142823935
PDGFC	0.6372658194862768
MINDY1	0.6366367818806009
HMGA1	0.6359954534961042
SKI	0.6356985609301709
GPC5	0.63569070805017
RAP1GAP	0.6356177186215768
BPTF	0.635371961008384
RALY	0.6353209469660226
ZFP64	0.6350988368054352
PDILT	0.6349715701220088
USP48	0.6347986521052456
LTK	0.6345374635114798
EMSY	0.6341685690255354
PCGF3	0.6334460141794668
SHBG	0.6328121316494876
JAG1	0.6323143082301002
TENM4	0.6321850018510634
ITIH4	0.6308810039988005
ZFPM2	0.630818697057858
MON1B	0.6308005309942393
RMC1	0.6302137765913025
TET1	0.6293160443920297
HK1	0.6289803181936415
ARF5	0.628891512815944
NRF1	0.627492352711739
COBLL1	0.6268469349188289
BACE2	0.6267542323712937
IL23R	0.6261528239393883
SPRY4	0.6260995758732556
STK24	0.6260967766809393
VPS33B	0.6258623372283335
C3orf70	0.6257417540298863
ADRB1	0.6251039964727712
SMARCAD1	0.624961186190102
TNFAIP3	0.6244720403071566
PTCH1	0.6234536053655267
PSTPIP1	0.6229028076593343
RPAP1	0.6223533645015287
KDM2B	0.621995055308309
COL27A1	0.6219225183813518
SIDT1	0.6217178229112713
FOXN3	0.621691745810288
JARID2	0.6216036452331366
FADS2	0.621283777249766
IFNLR1	0.6202709508785592
TAFA5	0.6202026650802421
LDHB	0.6199680039569697
PPP2R3A	0.6178118380209475
QKI	0.6176807968649967
UBE2E3	0.6164026059499027
SIPA1	0.6150723281634168
STARD10	0.6148983816020893
PRKN	0.6145027897212347
PPP4R3A	0.6138412509494008
SNX29	0.6137067502719407
CTLA4	0.6132960271890098
TLR4	0.6127561330968281
SAG	0.6121723668261312
ATG16L1	0.6121228501925967
MAP2K5	0.6120674198753405
GGNBP2	0.6119995457179395
BMAL1	0.611557164845653
KCNJ12	0.6114799017023993
NYNRIN	0.6109220924271039
SHQ1	0.6097072500255082
YKT6	0.6090869674561632
NSD1	0.6090720803776037
ERBB4	0.6089635548463211
TECPR1	0.6089336716710463
SSPN	0.608924342320836
NRXN3	0.6083538421736137
EBF1	0.6063649247192883
SLCO4C1	0.6062687145132492
ATP2A3	0.6049476869862582
STEAP1	0.6041841792246032
FOXP1	0.6035887188751071
MAD1L1	0.6025999389503026
LIN7A	0.6022647069487642
PLEKHM3	0.6022102138692521
MITF	0.6018555266324751
GALNT10	0.6018042232048016
DDX20	0.6017106722046397
OTULINL	0.6011061493315746
CACNA2D3	0.6009517326202718
COL13A1	0.6008159356105726
TLE4	0.6004015065108471
SETBP1	0.5993139566373056
PCNT	0.598237508661393
SORT1	0.5979566503264113
IGF2BP3	0.5977538593614582
HSD17B12	0.5976890089997409
CBLN4	0.5970960209839702
MAST2	0.5967401676970059
IFIH1	0.5963316341340512
C12orf43	0.5953438540519986
BRD3	0.5951327342018903
CSF1	0.594804297775683
TSC22D2	0.5942829603907155
KLB	0.5936111443155943
NCR3LG1	0.5932311486589772
GNPDA2	0.5930180901082949
PLEKHM2	0.5927200417184932
JMY	0.5925804378045776
RIT2	0.5922679103426615
FOLH1	0.5884119183171348
ISL1	0.5883175012382139
BRAF	0.5879352935716659
GLP2R	0.5877851081460103
BCL11B	0.5875130087364282
CDKN2C	0.5872765782620951
ZNRF3	0.5871299008683837
SCD5	0.5857795961754811
WDR7	0.5855130443316908
PI16	0.5855123652935332
ZFPM1	0.5854154587452258
ARPIN	0.5847784995828484
COMT	0.5845886137114166
SOS2	0.5845326887477775
FGD5	0.5844415806241893
KIF3C	0.58419265935235
AGMO	0.5837855608546092
FST	0.5832280114799039
FN3KRP	0.5827362811603679
IDE	0.5825790889254718
SYT10	0.5820497099714241
RAB11FIP4	0.5814063720911377
TNRC6A	0.5806674797499448
AOC1	0.5806210986899101
HMGB1	0.5804963495524523
CTSH	0.5802158223696721
LPA	0.5801449887197093
ADARB1	0.5800793730678476
KLLN	0.5800596820448463
MBOAT1	0.5798495519302742
PDE3B	0.5795525023663823
ETV5	0.5794115935817974
EPC2	0.579274734466542
FITM2	0.5792229988814711
DCSTAMP	0.5785397901172782
THBS1	0.577209423390256
SHROOM3	0.5768159632413872
TNS1	0.5763333879213882
APIP	0.5763330889785194
RAB29	0.5762185712126099
PCSK1	0.5760191571948776
DLK1	0.5758908501767842
BMF	0.57575903714069
IL2RA	0.5754319574068032
FGFR2	0.5752750717409456
C10orf67	0.5752211141086857
TIMP4	0.5733602133130823
MED27	0.5729166158738332
FBXO11	0.5716068022239424
CCDC9B	0.5713238818821255
NOS2	0.5712795050770602
SLX4	0.5711890663036662
REEP3	0.5708397317905642
TMEM132B	0.5707468704148616
NFATC1	0.5699031992860646
SAMM50	0.5697061410161448
HCN1	0.5693140770034472
ANKRD55	0.5689940971790225
PNOC	0.568782906356072
SREBF1	0.5687077841578276
SV2A	0.5675741535135607
PRDM5	0.5671078932270943
ZNF664	0.5669531539889396
CAMK2G	0.5665446216616623
CRY2	0.5660768869352779
MAEA	0.5659807619135544
PISD	0.5656924504270682
SELL	0.5649090416033584
COPB1	0.5648360082626435
NCAM1	0.5636428192590529
ZNF268	0.5636353721090529
AP3B1	0.5636140482726566
KLHL21	0.563491315418315
APOBR	0.5631608576778223
NUDT5	0.562968025240537
BACH2	0.562108544809122
USP44	0.5620998885509704
MEIS1	0.5613237835432139
ARVCF	0.5609883787033767
FAM53A	0.560835863487077
MYL7	0.560517443764009
EVI2A	0.560457362733028
LRP12	0.5596738053696796
CACNA1D	0.5596424941238053
NCALD	0.5596395555254712
FANCL	0.5593896300944443
SLC12A2	0.5588901802376538
VPS53	0.5586485508567657
PLEKHH2	0.5583804892129184
ADCY9	0.5579457200677217
DNASE1	0.5574338030522134
IL10	0.5571128289999485
RAI1	0.5570720572769245
EXD2	0.5566577185477103
BHMT	0.5563351814455193
GLI2	0.5557927128449812
SLC9B1	0.5555544948922798
RARB	0.5552969756821989
TANK	0.5550813400883258
DYNC2H1	0.5542847569907907
TOM1	0.5542149945958795
EXOC6	0.5535415784959521
PHF13	0.552783464016777
FIBCD1	0.5526141917693446
CAT	0.552528059987652
ENPP3	0.5524750734099934
SARDH	0.5522248696389982
PRICKLE1	0.5521166914498254
SLC22A2	0.5514890578773077
NELL1	0.5510216415777616
UMOD	0.550068171267455
DUSP9	0.5495846591563375
REV3L	0.5495590560434513
SEPTIN9	0.5493984814481957
FMR1	0.5486444025912688
CDKL2	0.5486146290893935
EMILIN2	0.5482017950269311
KCNB2	0.5477401185311186
ANAPC4	0.5477242836179509
LDB2	0.5473838873380935
ZNF746	0.5473322527582186
EPB41L4A	0.5472350364366544
OLFM4	0.5467730349587151
ATP8B2	0.5466134471467182
SYT14	0.5462429311146595
CCNH	0.5460058502954676
NCOR2	0.5456149924178492
HERC1	0.5452629216401743
ERAP1	0.5445658525622251
CDC14C	0.5443763549927847
LHX2	0.5439472521423456
PPP2R2C	0.5436108569208891
GDF6	0.5435577900322526
PLA2G2F	0.5435553894304279
ESR1	0.5432919211154563
IRS1	0.5431806514776888
XKR6	0.5431605018041973
TMEM161B	0.5411748185998456
TMEM144	0.5410568068158564
ABCA1	0.5408133314375903
FOXK1	0.5407700843692478
HMBS	0.5395153667959508
SYNDIG1	0.5394517553770356
SGCZ	0.5389243066992265
ATP5MC1	0.5384923144703397
DHTKD1	0.538250068456876
CLCNKA	0.5369197273966658
SOX7	0.5367837134241031
HECTD4	0.5366786742608698
DYRK2	0.5364622179832659
PIK3C3	0.5364061341420608
HTT	0.536371120428365
RIGI	0.536092953334108
OSER1	0.5360442701605816
TRMT9B	0.5358924746469501
TFEB	0.5351672155936893
VGLL3	0.5351539829027032
GPAT4	0.5347521310114056
TNIP1	0.5346871224053882
CCN5	0.5343132717008579
GFI1	0.5342332591890993
CUX2	0.5335892517003626
AGTR2	0.5332663918923248
BRD3OS	0.533261770482177
CPQ	0.5331589445782045
ZC3H13	0.5325451605154586
TAL1	0.5325168515316776
PACRG	0.5324317347214168
MARCKS	0.5318875043220084
ADRA2A	0.5316844814750237
VEGFA	0.5315249621991242
SGCG	0.5311788944196711
NR2F1	0.5310599942258722
DDI1	0.5306476885977738
NTNG1	0.5298025001074461
CGNL1	0.5295003750497574
CNTN4	0.5291175580797977
LIPC	0.5287351427124053
CYP7B1	0.5285602364739295
SBF2	0.5283585048034697
ELAVL2	0.5281318674477098
CEP192	0.5280853315045404
DMRTA1	0.5279952427641152
ADCY1	0.5274448683005731
ST8SIA4	0.5274297316756721
ACADS	0.5273582256046321
SATB1	0.5271526166690701
GBA2	0.5271090072457352
PRMT6	0.5263069384962319
KDM5A	0.5247734385800973
CA10	0.5245152651774521
TPCN2	0.5243955473959625
WT1	0.5241755211365811
ADAMTS18	0.5241396344040216
BMP8A	0.5240093980334503
RUNX3	0.5236410384639213
LARP4B	0.5236112075891722
LRRK1	0.5228332495382463
DACH1	0.5227596914747897
PRDM14	0.5225911601678261
SNF8	0.521846411450069
NOL4	0.5217667538686718
CCSER1	0.5216665389337277
PRR14L	0.5216175601617953
DCAF5	0.5213209267248669
MAP2K7	0.5204914300198438
SGPL1	0.5202501209483446
NT5C2	0.5199646413290329
DNAJC10	0.51987023652992
CEP43	0.5189289469661713
TBC1D4	0.5187263542899224
PKD1	0.5186321419918993
MYCN	0.5183697657746131
HCN4	0.5178571733696606
SNAPC2	0.5178348223688387
INPP5D	0.5177889781600916
SGK2	0.5171804741153723
FN3K	0.517124379848912
GSAP	0.5165900904322482
CITED2	0.5165128396895875
MAGI1	0.5163796437115391
PGRMC2	0.5162260323713873
SCARB2	0.5145720000997401
ACVR2A	0.5138029373606068
SFI1	0.5137819376306204
GIPR	0.5134508377187369
PLEKHG1	0.5131389852491637
MRPL11	0.5126809277738378
PPP1R3B	0.5123359804410936
ADRA1B	0.5121772679227187
PCDH17	0.511863116904241
DMD	0.5118492551247265
DLGAP2	0.5118184187148735
ADO	0.5117691074346787
FEZF1	0.5117414182789892
FAT3	0.5113506274785643
CRYBA1	0.5113489551096202
CWH43	0.5099073313083494
PSAT1	0.5098497088122251
MAFF	0.5094080282727431
ZNF800	0.5091759102071345
WHRN	0.5090076129211034
MNT	0.5088830896279664
VWA5B1	0.5086117850694912
RORA	0.5081238109768985
ZCCHC7	0.5080614134472078
RASEF	0.5072897852850553
AFF3	0.5071595481066319
HMHB1	0.5070160555296428
TM6SF2	0.5069365833930811
INPP4B	0.5063008664222748
CDC42BPA	0.5058362639098987
DHFR2	0.5053822230390093
VWC2	0.5051638779860076
MYO16	0.5049746413671107
REL	0.5047465220352025
FOXG1	0.5042885964168321
RBFOX1	0.5041067978844386
STXBP6	0.5040263782265844
RNF138	0.503908426643851
FBN2	0.5038920963234672
BRINP3	0.503785189710937
IGSF21	0.5034489605134922
ZBTB46	0.5032466573592673
TWIST2	0.5026035138452324
PIP4K2A	0.5024158864301694
ZFAND3	0.5023518039497641
G6PC2	0.5020840049264537
AZIN1	0.5020443638564652
DCLK2	0.5018598164588376
SRP54	0.5017597918860823
SP9	0.5016176636762938
POU5F1B	0.5012565316319965
FCHSD2	0.5011278321975721
ADA	0.5011038143771628
ENSG00000293584	0.5005237754409296
FRMD4A	0.5000858351225616
GLRA1	0.499699600936166
C12orf42	0.49914902366259395
NUP133	0.4991157688652704
KBTBD8	0.49855940565821605
GAD1	0.498359249819291
JAKMIP1	0.49818372959041146
LDLRAD4	0.49810788416106544
C1GALT1	0.4963347362412719
APOA4	0.4963052405448908
L2HGDH	0.4960053917886826
PCCB	0.49575378588154806
ARHGAP19	0.49558360054335504
KDM4B	0.49556839890861626
HECW1	0.4953451447570367
GOLIM4	0.49514281579469893
IRX6	0.4946360885079151
SOX12	0.4940137438084739
ARL6IP6	0.49338429695118174
NYAP2	0.492442297413218
C1QTNF6	0.49242249809486344
NUDT12	0.49238965350860997
CEBPG	0.49117512274701547
IL17REL	0.49115081399717503
MDGA2	0.49070585742305084
NRP2	0.4905897065433214
PLCG2	0.4904445108978681
BCKDHB	0.4898781862802514
GDF7	0.489810389661174
TSPAN15	0.48950993143003124
ART3	0.4891272327351339
RNLS	0.4887449165120937
CCDC107	0.48806760708974334
THRB	0.4876798510123797
SLC30A1	0.48764992049000777
MRC2	0.48763117994274474
RNF166	0.4870284816780476
MTMR3	0.48647872453688823
ECE2	0.48589847763425875
CELSR2	0.4854116174664747
RGS6	0.48527062513893315
CDK5RAP1	0.4851509483438194
OSGIN1	0.48500034455010455
GOPC	0.48485762323565135
HAS2	0.48473568046365806
PLCL2	0.48471585964557395
ADAMTSL3	0.4843004558822905
SMCO2	0.4836536884563618
RPTOR	0.48356400358266033
MYOZ2	0.48344435597725427
SF3B4	0.4830897191461957
NAV1	0.48296888281510625
MAML2	0.48226655730996837
CLIC5	0.48226655730996837
HNF4G	0.48215085736089613
KIF26A	0.4819487357461373
TMEM87B	0.48100601488016864
PAX2	0.4808093557669202
TSPAN32	0.4807412000955652
B3GLCT	0.4803083184600586
CBARP	0.4799524541514633
MLXIPL	0.4798944623753401
COL21A1	0.47989171892530025
SYCE1L	0.47958314949227504
LHFPL3	0.479484930151961
CFAP69	0.4793148020538227
TMC8	0.47922712363374564
GTF2IRD1	0.4784093971224042
DDC	0.47837738079410724
TNFRSF11A	0.4782561571961197
PIAS1	0.4782561571961197
IFT38	0.47777845270071495
PDE1A	0.47763540685864503
NKX2-6	0.4771358642661271
BCL11A	0.47708030909883653
AFAP1	0.47646351457773517
CAPN13	0.47583834350935333
GAD2	0.475531256712172
UBASH3A	0.47541471428774246
WNT9B	0.47488745153830614
BCORL1	0.4746566676436488
TM4SF1	0.47409269833348266
INAFM2	0.473824368777567
NUP160	0.47285754936912977
SOCS2	0.4726111374760707
TMEM17	0.4723348845723882
YTHDC2	0.47222154244712067
GBP6	0.47213348112509346
SPOCK1	0.47189287741014213
TBCE	0.4717353435771977
ITGA11	0.47124759563968227
HHIPL1	0.47124759563968227
FMO5	0.47105940770674043
SPPL3	0.47082506952219694
SCN2A	0.4707276711292944
PDE8B	0.47057460256574335
TTLL7	0.47054868533034766
SGSM1	0.4704342173882496
PEPD	0.46945557024399914
UBAP2	0.4693029455919717
APOC1	0.4688102350407086
SENP6	0.46876104321085826
FRAT1	0.4685065426165978
NKX1-1	0.4680849371090452
LRRC10B	0.46779815728956275
STARD13	0.46750928336018677
TBL2	0.46730166200187667
SYN2	0.4670824338343987
PDE10A	0.46707656355770416
SPIN3	0.46682839250538943
ADRA1D	0.4664562571050952
SNX19	0.4663967493564689
TAF8	0.4662495245230581
INTS10	0.46558670250624756
GTF2IRD2	0.46543515672291924
FXR1	0.4650207847830911
PXMP4	0.46495935957263
HDDC3	0.46389617378943915
DAAM2	0.4638336664208914
NADK2	0.46372572502064074
LINGO1	0.4634007003232272
BTBD1	0.46337213599943516
MON2	0.46296209509003916
MYO19	0.462768030841153
ZBTB10	0.4626908361427311
PDHX	0.46246449109673055
PHACTR1	0.46213585323637646
PINX1	0.46184226312089127
CDC25A	0.4616949107435559
ZNF281	0.46114613178245134
BOC	0.46097849139066166
EML5	0.4608804144759905
FBXL22	0.46051384034943216
VTI1A	0.46004743728599773
ARHGAP22	0.4593098466506753
CTNND2	0.4589737986307267
PPP1R1C	0.458757669730793
PPP2R2A	0.4586009353435506
CFAP44	0.4585914113357809
TSKU	0.4583839571741035
BMPR1B	0.45785290445391463
SH3YL1	0.45743793742573374
UBAP1	0.4574368469219776
KCTD15	0.4572981604393871
ZNF169	0.4572772510835468
CFTR	0.45712553214620016
HOXC6	0.4570774228368939
SPCS2	0.45701820044282404
PTPRD	0.456545754454675
ERO1B	0.4563649876274681
FBXL13	0.4563624235664257
WRN	0.4560028122847813
SLC7A7	0.45568060775332864
MARCHF5	0.4554558955076822
LIPH	0.45494245666303623
MAGI3	0.4547759885148105
NOS1	0.4545348775028698
KLF8	0.4538009274657705
NEDD1	0.45368358333092024
STK35	0.45329036928148364
GPR176	0.4531802133637951
MAPK4	0.4531289038968717
PTPRM	0.4524894198062902
KIF5C	0.45216651495551374
CFAP61	0.4521297100053381
CYP19A1	0.4521123894367015
FSIP2	0.4516851366651667
OR4C13	0.45150017692307315
AK4	0.4513323116090701
THEMIS	0.4510669952836373
CYB5R3	0.4504848719883522
ADGRG4	0.4492486979317912
CABP1	0.44922829734571923
RPS6KA1	0.44869904164382474
ADGRL2	0.44865360232777823
MAN1A2	0.44857652942089543
PIK3C2B	0.4484175728413351
DNM3	0.4483080840091221
TRANK1	0.4471311678272239
SORCS2	0.44712239883640786
POU1F1	0.447084879619117
KCNJ3	0.44707634351687425
PTPRT	0.44705620563817183
THAP3	0.4469610503364445
LRIG1	0.446832877197483
SLC7A5	0.4461805295046714
ELF1	0.4459988084759845
RAB3C	0.44594833242554366
ASTN2	0.44554350036916335
CERS6	0.4454512900824732
GTF3A	0.44523137683758773
TNKS	0.44511056068640004
NCK2	0.4449587409413085
ASAH1	0.4448264915603179
KANSL1	0.4446931051867391
TMTC1	0.4446501956652828
UCMA	0.4443426649832358
ENSG00000237378	0.4439965797299978
SNX11	0.44379027350390365
TBC1D5	0.44367299842032665
CD320	0.44341681174216324
PCSK1N	0.443338990471567
TYW1B	0.44318450595653774
PHGDH	0.4427085889095241
STRN	0.44238756503344767
ZNF799	0.44179646523368815
GRAMD2B	0.44165101962871534
PRPF40A	0.4415232894938955
LMX1B	0.4411841252210123
GSE1	0.4407080808464805
VMP1	0.44022950552298085
HMGCR	0.4401599602894297
IRX3	0.44015880553452685
DPH6	0.43998704926813087
HDAC4	0.43975749285101023
ZFP36L2	0.439519705139673
TMEM18	0.4389737658647292
PKHD1	0.4376683577895346
BAZ2B	0.43735026219474055
DTNA	0.43721887453921626
BRI3	0.4369604440595439
EIF3H	0.436716846984102
NDUFAF6	0.4366298038859491
TMCO5A	0.4361569207629995
ANKS6	0.43602201599933027
TREML2	0.4358896114851085
VAPB	0.4353531811543646
ANKRD28	0.43499055993170277
ZMAT5	0.4349131121824203
FAM13A	0.4349014533161767
FRYL	0.4345888295334032
MLDHR	0.43440255076640694
SLC51B	0.4343375725816754
MTOR	0.43406616567274536
