gene,rna_lfc,rna_p,prot_lhr,prot_p,gwas_score,concordant,transcriptomic,proteomic,genomic,score
CDH17,-1.0220807789122803,0.0009874464415049,0.4222330006830478,2.83088917152821e-54,0.0,False,1.0220807789122803,0.4222330006830478,0.0,0.7244466145833333
CRIP2,-0.3800484696409807,0.0004894524271359,0.632268215499513,8.45525517520215e-105,0.0,False,0.3800484696409807,0.632268215499513,0.0,0.7239583333333333
LBR,0.1480964738408499,7.076210278259233e-05,0.4222330006830478,2.41148458954059e-54,0.0768774797764837,True,0.1480964738408499,0.4222330006830478,0.0768774797764837,0.72265625
PLAUR,0.3490089881760632,0.0027473982798691,0.6780719051126377,1.38218330514539e-125,0.0,True,0.3490089881760632,0.6780719051126377,0.0,0.72265625
GDF15,0.2762072995413529,0.0665551438140673,1.3561438102252754,0.0,0.0,True,0.2762072995413529,1.3561438102252754,0.0,0.7224934895833333
CD163,0.3212897903728047,0.1986511115274595,0.7739963251111731,1.55358912624384e-167,0.0,True,0.3212897903728047,0.7739963251111731,0.0,0.7224934895833333
CCL22,0.4358496090870929,0.1186279737795981,0.5360529002402097,1.61214516992161e-84,0.0,True,0.4358496090870929,0.5360529002402097,0.0,0.7223307291666665
DCXR,-0.3412219488477443,0.0001167944899768,0.7048719644563528,3.17319035270691e-127,0.0,False,0.3412219488477443,0.7048719644563528,0.0,0.72216796875
CDHR5,0.1158682004197988,0.0955259478973054,0.4956951626240687,3.94269878402384e-72,0.2198525141887743,True,0.1158682004197988,0.4956951626240687,0.2198525141887743,0.7215169270833333
FBP1,0.096318823865289,0.540155561051345,0.5945485495503542,2.77098473921354e-101,0.2435114688233319,True,0.096318823865289,0.5945485495503542,0.2435114688233319,0.7213541666666666
IL1RAP,0.6153175581403456,0.0001501533441328,-0.4344028241457749,2.14217521891349e-53,0.0,False,0.6153175581403456,0.4344028241457749,0.0,0.72119140625
HNMT,0.3387415940300755,0.0246744613873025,0.6959938131099002,3.14227342137832e-128,0.0,True,0.3387415940300755,0.6959938131099002,0.0,0.72021484375
SCGN,-0.8265259944636583,6.593298477950369e-05,0.0976107966264223,0.0010626917716689,0.4152942596047664,False,0.8265259944636583,0.0976107966264223,0.4152942596047664,0.7184244791666666
IGFBP4,-0.3562713431741819,0.1032031480080733,0.6507645591169023,1.8281242922843399e-99,0.0,False,0.3562713431741819,0.6507645591169023,0.0,0.7184244791666665
SMOC1,-0.3811763807061403,0.0305144836835439,0.5849625007211562,8.64046964138982e-89,0.0,False,0.3811763807061403,0.5849625007211562,0.0,0.7174479166666665
EFNA4,0.3099300501917286,0.0049143683541841,0.765534746362977,1.5890082170482401e-152,0.0,True,0.3099300501917286,0.765534746362977,0.0,0.7171223958333333
EGFL7,-0.1721103885551382,0.0790796497834704,0.3448284969974411,3.20073321911074e-34,0.0669259521242212,False,0.1721103885551382,0.3448284969974411,0.0669259521242212,0.7166341145833333
TLR3,0.4133002927080191,0.0083164485661747,0.5260688116675876,9.21684615000168e-80,0.0,True,0.4133002927080191,0.5260688116675876,0.0,0.71533203125
CXCL10,0.8241675540350881,0.0185516603559668,0.4005379295837288,5.8665379217181e-44,0.0,True,0.8241675540350881,0.4005379295837288,0.0,0.7151692708333333
APLP1,-0.4975688211334574,0.0014259019418301,-0.4540316308947075,4.81871120341453e-57,0.0,True,0.4975688211334574,0.4540316308947075,0.0,0.7151692708333333
GSTA1,0.0771892425313254,0.4435996532228385,0.9927684307689242,1.07625189848578e-268,0.0576494065183891,True,0.0771892425313254,0.9927684307689242,0.0576494065183891,0.7140299479166666
ENPP2,-0.3998345347243131,0.0275441184084032,0.5260688116675876,2.1857167841522302e-54,0.0,False,0.3998345347243131,0.5260688116675876,0.0,0.7117513020833333
CTSO,0.2703689439204204,0.0022930608734914,0.8797057662822882,2.0608419124904e-215,0.0,True,0.2703689439204204,0.8797057662822882,0.0,0.71142578125
PLAT,0.2784667204078968,0.2347115537877334,0.8237493603082727,7.11317855257218e-176,0.0,True,0.2784667204078968,0.8237493603082727,0.0,0.71142578125
HAO1,-0.2811916960689213,0.3909732266165768,0.7990873060740036,5.931376893287981e-173,0.0,False,0.2811916960689213,0.7990873060740036,0.0,0.7102864583333333
CHL1,-1.2887415063408572,3.6697549764957446e-05,-0.3770696490798233,5.6982520293917396e-42,0.0,True,1.2887415063408572,0.3770696490798233,0.0,0.7083333333333333
PSIP1,-0.1484244624404773,0.0825426008158654,0.3673710656485294,9.67511890544431e-42,0.1139902042172372,False,0.1484244624404773,0.3673710656485294,0.1139902042172372,0.7080078125
KYNU,0.2947902193258125,0.2477314790095976,0.7136958148433589,1.33929571651183e-137,0.0,True,0.2947902193258125,0.7136958148433589,0.0,0.7076822916666665
SPINK4,-0.4003933432819533,0.1004633806255093,0.4956951626240687,9.288810496873491e-68,0.0,False,0.4003933432819533,0.4956951626240687,0.0,0.7063802083333333
CNTN4,-0.3184801758208078,0.0799227087058553,0.1505596765753813,1.60282730147989e-07,0.5291175580797977,False,0.3184801758208078,0.1505596765753813,0.5291175580797977,0.7062174479166666
CD74,0.3034934951378449,0.0741652729482697,0.6690267655096307,1.02726420426159e-116,0.0,True,0.3034934951378449,0.6690267655096307,0.0,0.7054036458333333
CFC1,-0.6900337683082753,0.0063097416887452,0.3673710656485294,1.7578058440416099e-40,0.0,False,0.6900337683082753,0.3673710656485294,0.0,0.7010091145833333
MET,0.2912371453884734,0.0089628422682774,-0.6665762662748083,3.1026018578845e-124,0.0,False,0.2912371453884734,0.6665762662748083,0.0,0.6993815104166665
IGF2R,0.3031092623070197,0.0003529465103251,0.6415460290875237,3.52289140273403e-117,0.0,True,0.3031092623070197,0.6415460290875237,0.0,0.6993815104166665
LGALS9,0.24933665672431,0.1027905636428841,0.8073549220576041,4.91079000597758e-166,0.0,True,0.24933665672431,0.8073549220576041,0.0,0.69921875
RGMA,0.3142334731635321,0.0053646938594587,-0.1360615495760283,2.43529786898993e-06,0.6552497110340195,False,0.3142334731635321,0.1360615495760283,0.6552497110340195,0.6990559895833333
CXCL16,0.3775301452055117,0.0026984820574369,0.4956951626240687,4.76955359882737e-69,0.0,True,0.3775301452055117,0.4956951626240687,0.0,0.6985677083333333
SSC5D,-0.2585830657575201,0.1714778765133208,0.7398481026993274,1.5886271496665102e-151,0.0,False,0.2585830657575201,0.7398481026993274,0.0,0.6971028645833333
FCGR2A,0.504079677426688,0.0246811070217049,0.3895668117627256,8.163263619024931e-44,0.0,True,0.504079677426688,0.3895668117627256,0.0,0.6969401041666665
VSTM2L,-0.4153111429091494,0.0058151297983306,0.4436066514756148,1.0582271637929201e-60,0.0,False,0.4153111429091494,0.4436066514756148,0.0,0.69677734375
SPRY2,0.4169836344573934,0.0019138946363881,0.0840642647884745,0.0012186422893008,0.7539003762261122,True,0.4169836344573934,0.0840642647884745,0.7539003762261122,0.69677734375
FGFR2,-0.032976751296994,0.5440599720939587,0.9486008474933556,2.0068834354329899e-224,0.5752750717409456,False,0.032976751296994,0.9486008474933556,0.5752750717409456,0.6959635416666666
LAIR1,0.2823332548270656,0.1129427823774747,0.6599245584023783,2.6529618131067402e-112,0.0,True,0.2823332548270656,0.6599245584023783,0.0,0.69580078125
SEMA7A,0.3155880298527558,0.0157408577040939,0.5849625007211562,7.60941817007486e-97,0.0,True,0.3155880298527558,0.5849625007211562,0.0,0.6953125
EPHA2,0.4581993702299485,0.0021389259303693,0.4114262457264649,3.22592011415622e-43,0.0,True,0.4581993702299485,0.4114262457264649,0.0,0.6949869791666665
SCARB2,-0.0520063958897285,0.0934253289502231,0.6870606883398924,5.5727885384507594e-114,0.5145720000997401,False,0.0520063958897285,0.6870606883398924,0.5145720000997401,0.6943359375
SELE,-0.2298085547813277,0.5137333485486403,0.933572638261024,4.9358232366888295e-231,0.0,False,0.2298085547813277,0.933572638261024,0.0,0.6930338541666665
NCAM1,-0.1391741933464949,0.4198505257912409,-0.2863041851566411,3.11179861714637e-25,0.5636428192590529,True,0.1391741933464949,0.2863041851566411,0.5636428192590529,0.6925455729166666
PLTP,0.2877182080595268,0.1443738198298461,-0.6214883767462701,1.1683560543314601e-104,0.0,False,0.2877182080595268,0.6214883767462701,0.0,0.6925455729166665
FAP,-0.3681782680056358,0.1452010448534815,0.137503523749935,6.7643315261237e-07,0.2008403750648049,False,0.3681782680056358,0.137503523749935,0.2008403750648049,0.6917317708333333
MERTK,0.2530382234611528,0.0566692999349893,0.2016338611696504,1.16406092601886e-11,0.0690460378380265,True,0.2530382234611528,0.2016338611696504,0.0690460378380265,0.6910807291666666
TFF3,-0.4081348915839582,0.0429149650404029,0.4329594072761062,2.6603747349986403e-47,0.0,False,0.4081348915839582,0.4329594072761062,0.0,0.69091796875
TGFBR3,-0.1640898700413497,0.1160255263581115,-0.2515387669959644,1.61239809318482e-18,0.4026678549527098,True,0.1640898700413497,0.2515387669959644,0.4026678549527098,0.6907552083333333
TNFRSF10B,0.2180246197117803,0.0005028733492614,0.9411063109464314,9.465843446045999e-215,0.0,True,0.2180246197117803,0.9411063109464314,0.0,0.68994140625
ITGB7,0.1948366559536314,0.1792750527101636,0.2387868595871164,8.4838265660889405e-19,0.1330887944482362,True,0.1948366559536314,0.2387868595871164,0.1330887944482362,0.6891276041666666
CCL18,0.374927587385967,0.1533297901492941,0.4541758931858021,7.435290282571051e-58,0.0,True,0.374927587385967,0.4541758931858021,0.0,0.6881510416666665
TNFSF13B,-0.1063646190996232,0.5044735915130708,0.4329594072761062,2.30359316899835e-52,0.109280178142944,False,0.1063646190996232,0.4329594072761062,0.109280178142944,0.6871744791666666
RTBDN,-0.2292976133258131,0.0419601542070912,-0.2175914350726267,4.4753046719193903e-14,0.0701727392928586,True,0.2292976133258131,0.2175914350726267,0.0701727392928586,0.6866861979166666
IL1RN,0.1988480634899758,0.3103789636018706,1.1309308698264486,0.0,0.0,True,0.1988480634899758,1.1309308698264486,0.0,0.6857096354166665
PTS,-0.2108234878195478,0.0001742984353628,0.903038270112912,7.190852358669389e-221,0.0,False,0.2108234878195478,0.903038270112912,0.0,0.6853841145833333
AGRN,0.2310562854448647,0.0091835551205936,0.7484612330040356,1.50983953852824e-148,0.0,True,0.2310562854448647,0.7484612330040356,0.0,0.68310546875
CLUL1,-0.3435145577825826,0.0622797066307582,-0.4739311883324124,4.88478694464359e-63,0.0,True,0.3435145577825826,0.4739311883324124,0.0,0.68310546875
IL13RA1,0.056111599893482,0.0958773736832283,0.5260688116675876,4.0077126221187603e-85,0.6577822015627796,True,0.056111599893482,0.5260688116675876,0.6577822015627796,0.6829427083333333
NAAA,-0.2920197239492506,0.0019947534124013,-0.1844245711374274,5.19713681448203e-12,0.0391925016845504,True,0.2920197239492506,0.1844245711374274,0.0391925016845504,0.6827799479166666
OSMR,0.5144242175501237,2.3551262107698645e-07,0.3448284969974411,2.25094151601128e-33,0.0,True,0.5144242175501237,0.3448284969974411,0.0,0.6822916666666665
RARRES2,0.2289338942863406,0.1956487297880615,0.7570232465074596,4.1651511114123e-160,0.0,True,0.2289338942863406,0.7570232465074596,0.0,0.6819661458333333
GALNT10,0.0527903987218021,0.3181188219260932,0.5753123306874368,9.19469974089023e-91,0.6018042232048016,True,0.0527903987218021,0.5753123306874368,0.6018042232048016,0.6818033854166666
SDC1,0.4223044972869623,0.0031476136172815,0.3895668117627256,2.1348612142392697e-42,0.0,True,0.4223044972869623,0.3895668117627256,0.0,0.681640625
EFEMP1,0.3972540758734375,0.0012683835313485,0.4114262457264649,1.12287133156326e-41,0.0,True,0.3972540758734375,0.4114262457264649,0.0,0.681640625
KITLG,0.3396676851472495,6.294099267607246e-05,-0.4739311883324124,8.919582611259311e-68,0.0,False,0.3396676851472495,0.4739311883324124,0.0,0.6814778645833333
CD200,-0.641573777330203,0.0062967720562623,-0.3219280948873623,1.68945724419316e-30,0.0,True,0.641573777330203,0.3219280948873623,0.0,0.6813151041666665
ITGB2,0.3052367231791981,0.1132906498603912,0.5260688116675876,6.92201774780266e-76,0.0,True,0.3052367231791981,0.5260688116675876,0.0,0.68115234375
TFPI,0.2795822496854612,0.0125237119183196,0.1505596765753813,1.97849852973558e-07,0.360770522721353,True,0.2795822496854612,0.1505596765753813,0.360770522721353,0.6795247395833333
DSC2,0.3432201618546369,4.403008629974276e-06,0.4541758931858021,1.88284965362507e-55,0.0,True,0.3432201618546369,0.4541758931858021,0.0,0.677734375
RNASET2,-0.0768591881115305,0.4332865154937484,0.5360529002402097,5.82083453298279e-79,0.1356576331663961,False,0.0768591881115305,0.5360529002402097,0.1356576331663961,0.6775716145833333
TFRC,-0.0949069496616541,0.0926808628710061,0.3219280948873623,5.91512490416405e-31,0.789840843127815,False,0.0949069496616541,0.3219280948873623,0.789840843127815,0.6756184895833333
TIMP1,-0.2296280846553919,0.0620813236349554,0.6780719051126377,7.50098514542509e-122,0.0,False,0.2296280846553919,0.6780719051126377,0.0,0.6754557291666665
TIMP3,-0.1434617377819531,0.5514571181052855,0.2868811477881615,3.80333888177194e-26,0.167986361290596,False,0.1434617377819531,0.2868811477881615,0.167986361290596,0.6744791666666666
TNFRSF1B,0.2308082318220545,0.0535433988302293,0.6690267655096307,8.31350273187569e-119,0.0,True,0.2308082318220545,0.6690267655096307,0.0,0.6741536458333333
NFATC1,0.3432383464937354,0.0044819564391402,0.0976107966264223,0.000194151093727,0.5699031992860646,True,0.3432383464937354,0.0976107966264223,0.5699031992860646,0.6735026041666665
QPCT,-0.4042451907330839,0.0149294965874871,0.3785116232537298,1.08040885542001e-43,0.0,False,0.4042451907330839,0.3785116232537298,0.0,0.6731770833333333
TFPI2,0.3677598112863425,0.0685101800406367,0.4114262457264649,2.59090558353759e-46,0.0,True,0.3677598112863425,0.4114262457264649,0.0,0.6722005208333333
NCK2,0.3215087394492411,4.757294125247092e-05,0.1110313123887439,4.54424074008586e-05,0.4449587409413085,True,0.3215087394492411,0.1110313123887439,0.4449587409413085,0.6710611979166666
MAPT,-0.7222918962299447,0.0006523711862225,0.0565835283663675,0.0571628703726453,0.2370040517339542,False,0.7222918962299447,0.0565835283663675,0.2370040517339542,0.6710611979166666
KIT,0.4177958665958634,0.0572742321840473,-0.3584539709124763,5.62371631848857e-35,0.0,False,0.4177958665958634,0.3584539709124763,0.0,0.67041015625
WFDC2,0.4920634672550097,0.0324385504022552,0.3219280948873623,6.68542991648058e-25,0.0,True,0.4920634672550097,0.3219280948873623,0.0,0.6702473958333333
CHGB,-0.4570360255263157,0.0127579218713863,-0.3400754415976217,2.2228833067555697e-34,0.0,True,0.4570360255263157,0.3400754415976217,0.0,0.6702473958333333
STC1,0.1976403703195508,0.0203728468888182,0.7570232465074596,1.37599111832319e-156,0.0,True,0.1976403703195508,0.7570232465074596,0.0,0.6689453125
GAL,0.3300308309517525,0.0846298307606371,-0.4344028241457749,1.0356580100598899e-55,0.0,False,0.3300308309517525,0.4344028241457749,0.0,0.6681315104166665
